"employee_id","pos_attitude_ai","freq_use_ai","pos_attitude_ai_label","freq_use_ai_label"
"242215",2,1,"Strongly Disagree","Never"
"442501",5,2,"Agree","Rarely"
"994390",7,6,"Completely Agree","All the time"
"436095",5,5,"Agree","Very Often"
"415975",5,2,"Agree","Rarely"
"900915",5,6,"Agree","All the time"
"212895",4,3,"Neutral","Occasionally"
"548674",4,2,"Neutral","Rarely"
"517444",1,1,"Completely Disagree","Never"
"169553",2,4,"Strongly Disagree","Fairly Often"
"608667",5,4,"Agree","Fairly Often"
"775452",6,5,"Strongly Agree","Very Often"
"421974",7,6,"Completely Agree","All the time"
"138444",5,6,"Agree","All the time"
"399168",5,5,"Agree","Very Often"
"348825",2,4,"Strongly Disagree","Fairly Often"
"756936",3,1,"Disagree","Never"
"199222",3,2,"Disagree","Rarely"
"166077",4,6,"Neutral","All the time"
"277685",6,5,"Strongly Agree","Very Often"
"473281",2,2,"Strongly Disagree","Rarely"
"979764",2,6,"Strongly Disagree","All the time"
"136455",4,3,"Neutral","Occasionally"
"882272",5,6,"Agree","All the time"
"657826",4,3,"Neutral","Occasionally"
"288251",2,2,"Strongly Disagree","Rarely"
"578847",6,2,"Strongly Agree","Rarely"
"854116",4,3,"Neutral","Occasionally"
"892741",2,4,"Strongly Disagree","Fairly Often"
"770754",7,4,"Completely Agree","Fairly Often"
"488874",5,3,"Agree","Occasionally"
"858225",2,2,"Strongly Disagree","Rarely"
"404269",4,4,"Neutral","Fairly Often"
"547161",2,2,"Strongly Disagree","Rarely"
"772871",4,1,"Neutral","Never"
"383346",2,2,"Strongly Disagree","Rarely"
"126076",7,6,"Completely Agree","All the time"
"194832",5,6,"Agree","All the time"
"750830",3,1,"Disagree","Never"
"477965",3,6,"Disagree","All the time"
"398688",4,4,"Neutral","Fairly Often"
"869353",4,4,"Neutral","Fairly Often"
"713795",1,1,"Completely Disagree","Never"
"870092",7,6,"Completely Agree","All the time"
"423923",7,6,"Completely Agree","All the time"
"138875",5,6,"Agree","All the time"
"563750",3,2,"Disagree","Rarely"
"961435",6,6,"Strongly Agree","All the time"
"310257",3,1,"Disagree","Never"
"696557",3,6,"Disagree","All the time"
"697099",5,4,"Agree","Fairly Often"
"639716",2,3,"Strongly Disagree","Occasionally"
"268843",4,3,"Neutral","Occasionally"
"877722",5,6,"Agree","All the time"
"671996",4,2,"Neutral","Rarely"
"378951",2,3,"Strongly Disagree","Occasionally"
"518365",6,5,"Strongly Agree","Very Often"
"327721",4,4,"Neutral","Fairly Often"
"155115",1,2,"Completely Disagree","Rarely"
"755075",2,3,"Strongly Disagree","Occasionally"
"776015",1,1,"Completely Disagree","Never"
"432407",3,2,"Disagree","Rarely"
"675469",5,6,"Agree","All the time"
"670870",4,2,"Neutral","Rarely"
"506624",4,5,"Neutral","Very Often"
"415354",2,3,"Strongly Disagree","Occasionally"
"311226",5,3,"Agree","Occasionally"
"276083",7,6,"Completely Agree","All the time"
"312913",4,1,"Neutral","Never"
"194334",3,1,"Disagree","Never"
"367292",6,6,"Strongly Agree","All the time"
"955284",6,5,"Strongly Agree","Very Often"
"742560",5,5,"Agree","Very Often"
"929402",1,1,"Completely Disagree","Never"
"425811",2,3,"Strongly Disagree","Occasionally"
"475244",6,5,"Strongly Agree","Very Often"
"258019",5,5,"Agree","Very Often"
"341982",6,6,"Strongly Agree","All the time"
"197253",5,4,"Agree","Fairly Often"
"549866",4,5,"Neutral","Very Often"
"609645",5,3,"Agree","Occasionally"
"252232",4,4,"Neutral","Fairly Often"
"167410",2,1,"Strongly Disagree","Never"
"563122",6,6,"Strongly Agree","All the time"
"752391",5,4,"Agree","Fairly Often"
"130618",5,3,"Agree","Occasionally"
"780357",6,3,"Strongly Agree","Occasionally"
"343128",3,3,"Disagree","Occasionally"
"970841",7,6,"Completely Agree","All the time"
"759876",1,2,"Completely Disagree","Rarely"
"795308",4,2,"Neutral","Rarely"
"872874",5,3,"Agree","Occasionally"
"444427",4,5,"Neutral","Very Often"
"428291",4,2,"Neutral","Rarely"
"563092",5,1,"Agree","Never"
"707637",6,5,"Strongly Agree","Very Often"
"125944",3,3,"Disagree","Occasionally"
"378335",1,1,"Completely Disagree","Never"
"971418",4,4,"Neutral","Fairly Often"
"473906",6,5,"Strongly Agree","Very Often"
"983646",7,3,"Completely Agree","Occasionally"
"296445",7,4,"Completely Agree","Fairly Often"
"649276",4,6,"Neutral","All the time"
"749055",5,6,"Agree","All the time"
"913568",5,6,"Agree","All the time"
"622098",7,6,"Completely Agree","All the time"
"993371",4,2,"Neutral","Rarely"
"418851",5,4,"Agree","Fairly Often"
"989463",5,4,"Agree","Fairly Often"
"505933",5,6,"Agree","All the time"
"792702",3,4,"Disagree","Fairly Often"
"565669",3,3,"Disagree","Occasionally"
"357607",2,1,"Strongly Disagree","Never"
"887932",1,1,"Completely Disagree","Never"
"640901",3,6,"Disagree","All the time"
"193576",2,5,"Strongly Disagree","Very Often"
"898892",3,5,"Disagree","Very Often"
"711281",5,6,"Agree","All the time"
"452550",3,1,"Disagree","Never"
"354130",7,6,"Completely Agree","All the time"
"809879",4,4,"Neutral","Fairly Often"
"961192",4,2,"Neutral","Rarely"
"948793",3,1,"Disagree","Never"
"639680",7,3,"Completely Agree","Occasionally"
"297281",4,6,"Neutral","All the time"
"288114",3,1,"Disagree","Never"
"911884",3,2,"Disagree","Rarely"
"626863",7,6,"Completely Agree","All the time"
"829308",5,5,"Agree","Very Often"
"760062",5,5,"Agree","Very Often"
"728767",5,5,"Agree","Very Often"
"754376",4,6,"Neutral","All the time"
"208743",4,4,"Neutral","Fairly Often"
"553717",4,2,"Neutral","Rarely"
"332837",2,1,"Strongly Disagree","Never"
"167117",4,4,"Neutral","Fairly Often"
"739029",3,2,"Disagree","Rarely"
"586081",7,5,"Completely Agree","Very Often"
"575973",6,3,"Strongly Agree","Occasionally"
"393191",5,5,"Agree","Very Often"
"350946",1,4,"Completely Disagree","Fairly Often"
"132923",6,1,"Strongly Agree","Never"
"613133",4,2,"Neutral","Rarely"
"431992",6,3,"Strongly Agree","Occasionally"
"553785",4,6,"Neutral","All the time"
"986734",3,1,"Disagree","Never"
"402376",2,1,"Strongly Disagree","Never"
"465682",4,3,"Neutral","Occasionally"
"330760",2,5,"Strongly Disagree","Very Often"
"295853",2,3,"Strongly Disagree","Occasionally"
"998543",4,2,"Neutral","Rarely"
"706618",3,2,"Disagree","Rarely"
"679874",4,5,"Neutral","Very Often"
"339464",1,1,"Completely Disagree","Never"
"390457",3,1,"Disagree","Never"
"434909",3,2,"Disagree","Rarely"
"704217",4,3,"Neutral","Occasionally"
"981974",5,5,"Agree","Very Often"
"294743",5,3,"Agree","Occasionally"
"484536",3,6,"Disagree","All the time"
"402773",6,5,"Strongly Agree","Very Often"
"112437",2,2,"Strongly Disagree","Rarely"
"526840",6,4,"Strongly Agree","Fairly Often"
"178592",4,6,"Neutral","All the time"
"675125",1,2,"Completely Disagree","Rarely"
"350750",4,6,"Neutral","All the time"
"226771",7,6,"Completely Agree","All the time"
"198049",2,3,"Strongly Disagree","Occasionally"
"292954",4,2,"Neutral","Rarely"
"215854",4,3,"Neutral","Occasionally"
"128738",2,1,"Strongly Disagree","Never"
"590893",7,4,"Completely Agree","Fairly Often"
"423924",6,3,"Strongly Agree","Occasionally"
"947334",3,2,"Disagree","Rarely"
"748470",4,4,"Neutral","Fairly Often"
"480927",3,3,"Disagree","Occasionally"
"927295",4,5,"Neutral","Very Often"
"644866",3,3,"Disagree","Occasionally"
"964577",2,2,"Strongly Disagree","Rarely"
"126908",4,5,"Neutral","Very Often"
"267791",3,2,"Disagree","Rarely"
"236422",2,5,"Strongly Disagree","Very Often"
"530220",7,6,"Completely Agree","All the time"
"441167",5,6,"Agree","All the time"
"201753",5,1,"Agree","Never"
"454519",4,3,"Neutral","Occasionally"
"732417",3,5,"Disagree","Very Often"
"820361",5,6,"Agree","All the time"
"658527",5,5,"Agree","Very Often"
"497730",7,3,"Completely Agree","Occasionally"
"381213",5,6,"Agree","All the time"
"310248",5,3,"Agree","Occasionally"
"837583",5,4,"Agree","Fairly Often"
"701632",3,2,"Disagree","Rarely"
"595594",1,5,"Completely Disagree","Very Often"
"362809",7,6,"Completely Agree","All the time"
"818937",7,6,"Completely Agree","All the time"
"617234",7,4,"Completely Agree","Fairly Often"
"501674",2,1,"Strongly Disagree","Never"
"578761",5,2,"Agree","Rarely"
"970643",4,4,"Neutral","Fairly Often"
"341123",4,3,"Neutral","Occasionally"
"669630",3,5,"Disagree","Very Often"
"296433",2,2,"Strongly Disagree","Rarely"
"722624",1,4,"Completely Disagree","Fairly Often"
"151461",1,2,"Completely Disagree","Rarely"
"900067",7,5,"Completely Agree","Very Often"
"505167",4,4,"Neutral","Fairly Often"
"203923",3,4,"Disagree","Fairly Often"
"126091",1,1,"Completely Disagree","Never"
"347336",5,5,"Agree","Very Often"
"157778",1,1,"Completely Disagree","Never"
"230081",5,4,"Agree","Fairly Often"
"429236",3,3,"Disagree","Occasionally"
"517687",6,6,"Strongly Agree","All the time"
"443223",3,1,"Disagree","Never"
"308121",5,2,"Agree","Rarely"
"491363",2,3,"Strongly Disagree","Occasionally"
"531341",4,2,"Neutral","Rarely"
"575241",6,2,"Strongly Agree","Rarely"
"839175",3,6,"Disagree","All the time"
"556260",4,1,"Neutral","Never"
"817103",6,6,"Strongly Agree","All the time"
"854918",4,5,"Neutral","Very Often"
"958704",5,4,"Agree","Fairly Often"
"441558",7,5,"Completely Agree","Very Often"
"289512",4,3,"Neutral","Occasionally"
"905784",6,6,"Strongly Agree","All the time"
"852657",4,4,"Neutral","Fairly Often"
"851377",4,2,"Neutral","Rarely"
"311452",4,4,"Neutral","Fairly Often"
"792050",6,4,"Strongly Agree","Fairly Often"
"931882",6,6,"Strongly Agree","All the time"
"571637",5,6,"Agree","All the time"
"521926",4,5,"Neutral","Very Often"
"303195",5,1,"Agree","Never"
"127928",2,3,"Strongly Disagree","Occasionally"
"550742",5,6,"Agree","All the time"
"119778",6,3,"Strongly Agree","Occasionally"
"119720",4,6,"Neutral","All the time"
"526526",3,1,"Disagree","Never"
"136150",1,2,"Completely Disagree","Rarely"
"525611",4,6,"Neutral","All the time"
"128233",3,1,"Disagree","Never"
"576105",6,5,"Strongly Agree","Very Often"
"541424",7,6,"Completely Agree","All the time"
"624960",4,1,"Neutral","Never"
"244231",7,4,"Completely Agree","Fairly Often"
"689880",5,4,"Agree","Fairly Often"
"815596",2,4,"Strongly Disagree","Fairly Often"
"433361",4,6,"Neutral","All the time"
"678806",3,2,"Disagree","Rarely"
"588941",4,1,"Neutral","Never"
"581814",3,3,"Disagree","Occasionally"
"714157",4,5,"Neutral","Very Often"
"668398",5,4,"Agree","Fairly Often"
"918925",2,4,"Strongly Disagree","Fairly Often"
"847898",3,5,"Disagree","Very Often"
"946238",2,6,"Strongly Disagree","All the time"
"835770",7,6,"Completely Agree","All the time"
"269259",7,6,"Completely Agree","All the time"
"541572",6,4,"Strongly Agree","Fairly Often"
"210740",1,1,"Completely Disagree","Never"
"152856",3,2,"Disagree","Rarely"
"703230",3,3,"Disagree","Occasionally"
"927818",3,2,"Disagree","Rarely"
"580590",2,2,"Strongly Disagree","Rarely"
"420341",4,1,"Neutral","Never"
"391834",7,4,"Completely Agree","Fairly Often"
"147055",5,5,"Agree","Very Often"
"894598",6,4,"Strongly Agree","Fairly Often"
"567515",4,5,"Neutral","Very Often"
"143292",5,6,"Agree","All the time"
"343624",6,6,"Strongly Agree","All the time"
"240896",5,3,"Agree","Occasionally"
"689744",2,3,"Strongly Disagree","Occasionally"
"964932",6,2,"Strongly Agree","Rarely"
"227281",4,3,"Neutral","Occasionally"
"462275",3,5,"Disagree","Very Often"
"277333",7,3,"Completely Agree","Occasionally"
"575558",5,6,"Agree","All the time"
"298132",5,1,"Agree","Never"
"580704",4,3,"Neutral","Occasionally"
"167369",3,3,"Disagree","Occasionally"
"113738",4,5,"Neutral","Very Often"
"368494",3,1,"Disagree","Never"
"572145",4,6,"Neutral","All the time"
"362393",5,6,"Agree","All the time"
"668262",3,2,"Disagree","Rarely"
"170958",3,3,"Disagree","Occasionally"
"919485",2,3,"Strongly Disagree","Occasionally"
"320404",5,3,"Agree","Occasionally"
"292168",7,3,"Completely Agree","Occasionally"
"688885",4,2,"Neutral","Rarely"
"335183",4,1,"Neutral","Never"
"202484",6,3,"Strongly Agree","Occasionally"
"972958",3,1,"Disagree","Never"
"914177",3,5,"Disagree","Very Often"
"758623",4,3,"Neutral","Occasionally"
"221352",6,4,"Strongly Agree","Fairly Often"
"298374",1,1,"Completely Disagree","Never"
"761557",3,4,"Disagree","Fairly Often"
"520731",5,4,"Agree","Fairly Often"
"542833",2,4,"Strongly Disagree","Fairly Often"
"136992",2,1,"Strongly Disagree","Never"
"988481",6,3,"Strongly Agree","Occasionally"
"913258",3,5,"Disagree","Very Often"
"325415",4,1,"Neutral","Never"
"956743",5,4,"Agree","Fairly Often"
"972854",3,3,"Disagree","Occasionally"
"799149",1,3,"Completely Disagree","Occasionally"
"474117",4,4,"Neutral","Fairly Often"
"351974",3,2,"Disagree","Rarely"
"340235",2,2,"Strongly Disagree","Rarely"
"642326",4,6,"Neutral","All the time"
"367507",4,5,"Neutral","Very Often"
"240727",5,2,"Agree","Rarely"
"887231",2,3,"Strongly Disagree","Occasionally"
"143653",6,6,"Strongly Agree","All the time"
"221172",6,4,"Strongly Agree","Fairly Often"
"427510",4,6,"Neutral","All the time"
"607327",6,3,"Strongly Agree","Occasionally"
"399324",3,6,"Disagree","All the time"
"848862",5,2,"Agree","Rarely"
"774628",3,1,"Disagree","Never"
"638808",6,5,"Strongly Agree","Very Often"
"680549",2,3,"Strongly Disagree","Occasionally"
"354593",5,6,"Agree","All the time"
"296961",4,5,"Neutral","Very Often"
"286968",6,2,"Strongly Agree","Rarely"
"336025",5,6,"Agree","All the time"
"812262",3,3,"Disagree","Occasionally"
"955338",6,2,"Strongly Agree","Rarely"
"579738",6,6,"Strongly Agree","All the time"
"853275",4,5,"Neutral","Very Often"
"766802",4,3,"Neutral","Occasionally"
"435507",5,3,"Agree","Occasionally"
"794054",5,4,"Agree","Fairly Often"
"560656",4,6,"Neutral","All the time"
"873150",7,4,"Completely Agree","Fairly Often"
"924294",3,5,"Disagree","Very Often"
"511535",3,2,"Disagree","Rarely"
"775013",3,5,"Disagree","Very Often"
"814119",3,4,"Disagree","Fairly Often"
"799718",7,6,"Completely Agree","All the time"
"714492",4,5,"Neutral","Very Often"
"833941",2,4,"Strongly Disagree","Fairly Often"
"876173",6,3,"Strongly Agree","Occasionally"
"494245",2,2,"Strongly Disagree","Rarely"
"464922",6,4,"Strongly Agree","Fairly Often"
"843129",3,3,"Disagree","Occasionally"
"134377",4,3,"Neutral","Occasionally"
"949575",4,6,"Neutral","All the time"
"304862",6,6,"Strongly Agree","All the time"
"860675",4,6,"Neutral","All the time"
"793233",2,2,"Strongly Disagree","Rarely"
"842505",6,3,"Strongly Agree","Occasionally"
"127818",6,5,"Strongly Agree","Very Often"
"171469",2,2,"Strongly Disagree","Rarely"
"686116",5,5,"Agree","Very Often"
"735861",3,4,"Disagree","Fairly Often"
"156819",4,4,"Neutral","Fairly Often"
"175835",1,6,"Completely Disagree","All the time"
"745550",4,3,"Neutral","Occasionally"
"676033",3,3,"Disagree","Occasionally"
"363224",2,2,"Strongly Disagree","Rarely"
"109550",1,1,"Completely Disagree","Never"
"602979",1,2,"Completely Disagree","Rarely"
"792316",5,5,"Agree","Very Often"
"893576",2,4,"Strongly Disagree","Fairly Often"
"336740",6,5,"Strongly Agree","Very Often"
"429110",5,6,"Agree","All the time"
"123044",1,2,"Completely Disagree","Rarely"
"208444",4,2,"Neutral","Rarely"
"160338",4,3,"Neutral","Occasionally"
"519280",4,3,"Neutral","Occasionally"
"632202",2,6,"Strongly Disagree","All the time"
"222137",3,2,"Disagree","Rarely"
"454061",5,2,"Agree","Rarely"
"222380",5,3,"Agree","Occasionally"
"761724",1,1,"Completely Disagree","Never"
"417007",2,2,"Strongly Disagree","Rarely"
"561604",4,4,"Neutral","Fairly Often"
"864892",7,5,"Completely Agree","Very Often"
"716469",6,6,"Strongly Agree","All the time"
"675973",2,3,"Strongly Disagree","Occasionally"
"592488",5,4,"Agree","Fairly Often"
"100873",5,4,"Agree","Fairly Often"
"607122",4,5,"Neutral","Very Often"
"690328",4,4,"Neutral","Fairly Often"
"898566",5,6,"Agree","All the time"
"304516",3,2,"Disagree","Rarely"
"217734",3,4,"Disagree","Fairly Often"
"811430",5,3,"Agree","Occasionally"
"396168",5,6,"Agree","All the time"
"185957",6,3,"Strongly Agree","Occasionally"
"928218",5,2,"Agree","Rarely"
"810156",3,6,"Disagree","All the time"
"381291",1,1,"Completely Disagree","Never"
"947349",5,5,"Agree","Very Often"
"957572",4,2,"Neutral","Rarely"
"420678",2,3,"Strongly Disagree","Occasionally"
"318416",3,5,"Disagree","Very Often"
"502894",2,5,"Strongly Disagree","Very Often"
"663949",2,4,"Strongly Disagree","Fairly Often"
"532134",5,4,"Agree","Fairly Often"
"545735",6,5,"Strongly Agree","Very Often"
"501044",2,1,"Strongly Disagree","Never"
"318008",2,4,"Strongly Disagree","Fairly Often"
"947744",3,4,"Disagree","Fairly Often"
"585419",5,6,"Agree","All the time"
"774331",6,4,"Strongly Agree","Fairly Often"
"796899",4,3,"Neutral","Occasionally"
"146347",4,3,"Neutral","Occasionally"
"822867",6,4,"Strongly Agree","Fairly Often"
"770435",1,1,"Completely Disagree","Never"
"828028",3,6,"Disagree","All the time"
"191446",4,6,"Neutral","All the time"
"121872",6,3,"Strongly Agree","Occasionally"
"548501",5,6,"Agree","All the time"
"913195",3,1,"Disagree","Never"
"674315",1,1,"Completely Disagree","Never"
"583704",5,1,"Agree","Never"
"776317",5,6,"Agree","All the time"
"729131",7,6,"Completely Agree","All the time"
"710055",6,3,"Strongly Agree","Occasionally"
"492875",5,1,"Agree","Never"
"194735",4,1,"Neutral","Never"
"304659",5,3,"Agree","Occasionally"
"671242",2,4,"Strongly Disagree","Fairly Often"
"583784",3,2,"Disagree","Rarely"
"205449",2,4,"Strongly Disagree","Fairly Often"
"138315",1,2,"Completely Disagree","Rarely"
"516118",3,1,"Disagree","Never"
"810590",4,4,"Neutral","Fairly Often"
"560143",5,5,"Agree","Very Often"
"938487",6,5,"Strongly Agree","Very Often"
"817826",6,6,"Strongly Agree","All the time"
"545517",1,4,"Completely Disagree","Fairly Often"
"490469",4,6,"Neutral","All the time"
"376294",3,1,"Disagree","Never"
"572790",4,5,"Neutral","Very Often"
"882519",6,4,"Strongly Agree","Fairly Often"
"225584",5,5,"Agree","Very Often"
"823411",4,4,"Neutral","Fairly Often"
"311008",4,4,"Neutral","Fairly Often"
"400667",2,2,"Strongly Disagree","Rarely"
"842966",3,5,"Disagree","Very Often"
"489181",1,1,"Completely Disagree","Never"
"440814",4,4,"Neutral","Fairly Often"
"776503",6,6,"Strongly Agree","All the time"
"103513",4,5,"Neutral","Very Often"
"795880",7,6,"Completely Agree","All the time"
"717635",4,6,"Neutral","All the time"
"682576",3,4,"Disagree","Fairly Often"
"515329",2,1,"Strongly Disagree","Never"
"351870",3,4,"Disagree","Fairly Often"
"576006",5,2,"Agree","Rarely"
"708012",2,2,"Strongly Disagree","Rarely"
"753965",3,4,"Disagree","Fairly Often"
"963212",4,4,"Neutral","Fairly Often"
"287032",4,1,"Neutral","Never"
"555184",3,2,"Disagree","Rarely"
"240991",6,3,"Strongly Agree","Occasionally"
"661553",2,1,"Strongly Disagree","Never"
"103303",3,5,"Disagree","Very Often"
"149446",7,6,"Completely Agree","All the time"
"253917",2,6,"Strongly Disagree","All the time"
"799198",3,2,"Disagree","Rarely"
"909895",3,1,"Disagree","Never"
"360955",5,2,"Agree","Rarely"
"540011",6,2,"Strongly Agree","Rarely"
"607237",7,4,"Completely Agree","Fairly Often"
"511990",7,2,"Completely Agree","Rarely"
"727600",3,5,"Disagree","Very Often"
"898317",1,1,"Completely Disagree","Never"
"778341",3,3,"Disagree","Occasionally"
"164977",3,2,"Disagree","Rarely"
"796896",3,2,"Disagree","Rarely"
"237762",5,6,"Agree","All the time"
"238644",5,3,"Agree","Occasionally"
"644159",5,6,"Agree","All the time"
"919530",3,2,"Disagree","Rarely"
"508109",5,2,"Agree","Rarely"
"610527",5,3,"Agree","Occasionally"
"549838",5,6,"Agree","All the time"
"722572",5,5,"Agree","Very Often"
"379717",2,4,"Strongly Disagree","Fairly Often"
"847224",3,5,"Disagree","Very Often"
"704378",6,3,"Strongly Agree","Occasionally"
"157061",5,3,"Agree","Occasionally"
"509600",4,6,"Neutral","All the time"
"542122",7,6,"Completely Agree","All the time"
"420920",7,3,"Completely Agree","Occasionally"
"238887",7,6,"Completely Agree","All the time"
"939197",2,1,"Strongly Disagree","Never"
"249859",4,5,"Neutral","Very Often"
"675237",1,3,"Completely Disagree","Occasionally"
"245349",3,5,"Disagree","Very Often"
"188257",7,5,"Completely Agree","Very Often"
"349915",3,4,"Disagree","Fairly Often"
"466062",3,4,"Disagree","Fairly Often"
"368380",7,1,"Completely Agree","Never"
"101285",4,5,"Neutral","Very Often"
"828441",3,3,"Disagree","Occasionally"
"133981",2,1,"Strongly Disagree","Never"
"935646",2,4,"Strongly Disagree","Fairly Often"
"494540",3,3,"Disagree","Occasionally"
"348973",6,5,"Strongly Agree","Very Often"
"259600",4,2,"Neutral","Rarely"
"337394",4,2,"Neutral","Rarely"
"605701",6,5,"Strongly Agree","Very Often"
"781278",3,4,"Disagree","Fairly Often"
"204765",4,2,"Neutral","Rarely"
"694234",3,4,"Disagree","Fairly Often"
"822456",1,1,"Completely Disagree","Never"
"417596",3,2,"Disagree","Rarely"
"579527",3,5,"Disagree","Very Often"
"608225",4,5,"Neutral","Very Often"
"904396",5,3,"Agree","Occasionally"
"344219",3,3,"Disagree","Occasionally"
"358612",5,5,"Agree","Very Often"
"421436",4,1,"Neutral","Never"
"640851",5,2,"Agree","Rarely"
"700179",5,5,"Agree","Very Often"
"379281",4,1,"Neutral","Never"
"634316",6,4,"Strongly Agree","Fairly Often"
"217926",4,5,"Neutral","Very Often"
"832147",6,5,"Strongly Agree","Very Often"
"634019",6,5,"Strongly Agree","Very Often"
"557634",6,3,"Strongly Agree","Occasionally"
"358470",6,4,"Strongly Agree","Fairly Often"
"265143",4,4,"Neutral","Fairly Often"
"213083",5,1,"Agree","Never"
"765793",2,2,"Strongly Disagree","Rarely"
"725132",3,3,"Disagree","Occasionally"
"558902",7,2,"Completely Agree","Rarely"
"153361",4,2,"Neutral","Rarely"
"805924",7,3,"Completely Agree","Occasionally"
"637070",6,3,"Strongly Agree","Occasionally"
"248477",3,1,"Disagree","Never"
"528136",3,2,"Disagree","Rarely"
"927280",1,2,"Completely Disagree","Rarely"
"751099",4,4,"Neutral","Fairly Often"
"808603",4,1,"Neutral","Never"
"939963",2,1,"Strongly Disagree","Never"
"410758",3,4,"Disagree","Fairly Often"
"733371",4,2,"Neutral","Rarely"
"180925",5,4,"Agree","Fairly Often"
"375790",1,1,"Completely Disagree","Never"
"525441",6,4,"Strongly Agree","Fairly Often"
"208512",1,2,"Completely Disagree","Rarely"
"673291",3,3,"Disagree","Occasionally"
"724984",2,5,"Strongly Disagree","Very Often"
"506578",3,4,"Disagree","Fairly Often"
"285699",3,5,"Disagree","Very Often"
"564738",2,5,"Strongly Disagree","Very Often"
"529750",7,6,"Completely Agree","All the time"
"422515",3,5,"Disagree","Very Often"
"188701",4,5,"Neutral","Very Often"
"135124",7,3,"Completely Agree","Occasionally"
"275075",6,6,"Strongly Agree","All the time"
"189194",5,2,"Agree","Rarely"
"171155",5,4,"Agree","Fairly Often"
"255695",6,6,"Strongly Agree","All the time"
"738947",1,2,"Completely Disagree","Rarely"
"386577",6,4,"Strongly Agree","Fairly Often"
"497435",2,1,"Strongly Disagree","Never"
"326092",2,1,"Strongly Disagree","Never"
"404185",3,6,"Disagree","All the time"
"921592",2,2,"Strongly Disagree","Rarely"
"853532",4,5,"Neutral","Very Often"
"753484",3,4,"Disagree","Fairly Often"
"245821",7,6,"Completely Agree","All the time"
"221838",4,4,"Neutral","Fairly Often"
"760143",4,3,"Neutral","Occasionally"
"665548",2,1,"Strongly Disagree","Never"
"843953",4,5,"Neutral","Very Often"
"757990",5,6,"Agree","All the time"
"565556",3,1,"Disagree","Never"
"107416",3,3,"Disagree","Occasionally"
"415887",6,4,"Strongly Agree","Fairly Often"
"277212",5,5,"Agree","Very Often"
"793250",5,5,"Agree","Very Often"
"468181",1,1,"Completely Disagree","Never"
"462719",3,1,"Disagree","Never"
"609470",6,3,"Strongly Agree","Occasionally"
"340451",3,4,"Disagree","Fairly Often"
"770414",4,3,"Neutral","Occasionally"
"556386",3,2,"Disagree","Rarely"
"137927",2,5,"Strongly Disagree","Very Often"
"418695",6,6,"Strongly Agree","All the time"
"559143",3,1,"Disagree","Never"
"380814",2,1,"Strongly Disagree","Never"
"859305",3,2,"Disagree","Rarely"
"138964",4,2,"Neutral","Rarely"
"179787",3,4,"Disagree","Fairly Often"
"742637",1,1,"Completely Disagree","Never"
"605467",3,4,"Disagree","Fairly Often"
"291349",2,1,"Strongly Disagree","Never"
"616898",5,4,"Agree","Fairly Often"
"446537",7,4,"Completely Agree","Fairly Often"
"690844",3,2,"Disagree","Rarely"
"630441",4,2,"Neutral","Rarely"
"312649",4,1,"Neutral","Never"
"575391",5,6,"Agree","All the time"
"865676",4,3,"Neutral","Occasionally"
"581428",4,5,"Neutral","Very Often"
"976543",5,5,"Agree","Very Often"
"724050",1,2,"Completely Disagree","Rarely"
"624005",4,4,"Neutral","Fairly Often"
"116487",7,6,"Completely Agree","All the time"
"501825",7,6,"Completely Agree","All the time"
"705806",2,2,"Strongly Disagree","Rarely"
"736827",3,2,"Disagree","Rarely"
"150612",5,2,"Agree","Rarely"
"971529",6,4,"Strongly Agree","Fairly Often"
"518167",2,3,"Strongly Disagree","Occasionally"
"483153",3,1,"Disagree","Never"
"891250",6,4,"Strongly Agree","Fairly Often"
"626257",6,6,"Strongly Agree","All the time"
"617686",5,5,"Agree","Very Often"
"356783",5,6,"Agree","All the time"
"615773",1,1,"Completely Disagree","Never"
"536211",3,5,"Disagree","Very Often"
"964728",5,6,"Agree","All the time"
"467640",6,2,"Strongly Agree","Rarely"
"566655",3,6,"Disagree","All the time"
"937806",5,2,"Agree","Rarely"
"187485",6,6,"Strongly Agree","All the time"
"221634",2,1,"Strongly Disagree","Never"
"582172",1,1,"Completely Disagree","Never"
"722128",5,5,"Agree","Very Often"
"168266",2,4,"Strongly Disagree","Fairly Often"
"894641",3,1,"Disagree","Never"
"355367",4,3,"Neutral","Occasionally"
"414071",5,6,"Agree","All the time"
"732492",6,4,"Strongly Agree","Fairly Often"
"424088",1,3,"Completely Disagree","Occasionally"
"358096",5,2,"Agree","Rarely"
"182669",1,1,"Completely Disagree","Never"
"373480",5,4,"Agree","Fairly Often"
"909324",1,3,"Completely Disagree","Occasionally"
"645474",2,1,"Strongly Disagree","Never"
"668544",5,5,"Agree","Very Often"
"967286",5,5,"Agree","Very Often"
"343303",5,5,"Agree","Very Often"
"170334",5,4,"Agree","Fairly Often"
"476819",3,2,"Disagree","Rarely"
"201775",3,4,"Disagree","Fairly Often"
"721271",5,5,"Agree","Very Often"
"555980",5,4,"Agree","Fairly Often"
"702389",7,6,"Completely Agree","All the time"
"542393",4,1,"Neutral","Never"
"710785",7,6,"Completely Agree","All the time"
"826240",1,1,"Completely Disagree","Never"
"807131",4,6,"Neutral","All the time"
"412741",2,1,"Strongly Disagree","Never"
"542789",1,1,"Completely Disagree","Never"
"733152",5,1,"Agree","Never"
"503654",4,2,"Neutral","Rarely"
