"employee_id","tech_anx","beh_intent_ai","freq_use_ai","tech_anx_label","beh_intent_ai_label","freq_use_ai_label"
"381145",4,4,4,"Neutral","Neutral","Fairly Often"
"836578",1,7,6,"Completely Disagree","Completely Agree","All the time"
"680561",4,4,4,"Neutral","Neutral","Fairly Often"
"837223",3,7,5,"Disagree","Completely Agree","Very Often"
"943996",3,5,3,"Disagree","Agree","Occasionally"
"255575",1,6,3,"Completely Disagree","Strongly Agree","Occasionally"
"506453",5,1,1,"Agree","Completely Disagree","Never"
"823073",1,5,4,"Completely Disagree","Agree","Fairly Often"
"313289",3,4,1,"Disagree","Neutral","Never"
"821641",3,5,6,"Disagree","Agree","All the time"
"379542",3,5,5,"Disagree","Agree","Very Often"
"951299",3,5,4,"Disagree","Agree","Fairly Often"
"158168",4,5,5,"Neutral","Agree","Very Often"
"284036",3,4,3,"Disagree","Neutral","Occasionally"
"722609",7,1,1,"Completely Agree","Completely Disagree","Never"
"493767",3,3,4,"Disagree","Disagree","Fairly Often"
"576461",6,3,1,"Strongly Agree","Disagree","Never"
"325026",3,6,5,"Disagree","Strongly Agree","Very Often"
"690537",3,5,4,"Disagree","Agree","Fairly Often"
"824052",3,4,1,"Disagree","Neutral","Never"
"604199",2,4,2,"Strongly Disagree","Neutral","Rarely"
"945043",4,6,5,"Neutral","Strongly Agree","Very Often"
"630340",3,5,6,"Disagree","Agree","All the time"
"512615",2,4,5,"Strongly Disagree","Neutral","Very Often"
"772367",3,4,5,"Disagree","Neutral","Very Often"
"581386",3,5,3,"Disagree","Agree","Occasionally"
"656520",4,3,3,"Neutral","Disagree","Occasionally"
"161554",1,5,3,"Completely Disagree","Agree","Occasionally"
"444912",3,3,3,"Disagree","Disagree","Occasionally"
"338902",3,5,4,"Disagree","Agree","Fairly Often"
"338176",4,5,5,"Neutral","Agree","Very Often"
"317136",5,2,2,"Agree","Strongly Disagree","Rarely"
"856658",2,4,5,"Strongly Disagree","Neutral","Very Often"
"445102",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"368618",3,7,4,"Disagree","Completely Agree","Fairly Often"
"319531",5,5,5,"Agree","Agree","Very Often"
"320296",4,6,4,"Neutral","Strongly Agree","Fairly Often"
"507171",2,6,6,"Strongly Disagree","Strongly Agree","All the time"
"740394",1,5,5,"Completely Disagree","Agree","Very Often"
"174648",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"434969",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"748364",3,5,5,"Disagree","Agree","Very Often"
"912030",3,3,2,"Disagree","Disagree","Rarely"
"512129",3,6,5,"Disagree","Strongly Agree","Very Often"
"100157",3,5,4,"Disagree","Agree","Fairly Often"
"306950",3,4,5,"Disagree","Neutral","Very Often"
"512570",1,4,4,"Completely Disagree","Neutral","Fairly Often"
"416307",5,1,2,"Agree","Completely Disagree","Rarely"
"603205",1,6,4,"Completely Disagree","Strongly Agree","Fairly Often"
"893001",6,5,1,"Strongly Agree","Agree","Never"
"980131",3,5,3,"Disagree","Agree","Occasionally"
"863466",3,4,4,"Disagree","Neutral","Fairly Often"
"113197",3,1,1,"Disagree","Completely Disagree","Never"
"792197",3,5,5,"Disagree","Agree","Very Often"
"991766",1,5,3,"Completely Disagree","Agree","Occasionally"
"162550",4,4,4,"Neutral","Neutral","Fairly Often"
"916611",2,5,3,"Strongly Disagree","Agree","Occasionally"
"504412",5,3,5,"Agree","Disagree","Very Often"
"662134",3,5,5,"Disagree","Agree","Very Often"
"168008",2,7,5,"Strongly Disagree","Completely Agree","Very Often"
"109702",1,5,5,"Completely Disagree","Agree","Very Often"
"155332",3,6,5,"Disagree","Strongly Agree","Very Often"
"850063",3,5,5,"Disagree","Agree","Very Often"
"422611",2,5,5,"Strongly Disagree","Agree","Very Often"
"501858",2,5,5,"Strongly Disagree","Agree","Very Often"
"708796",1,6,4,"Completely Disagree","Strongly Agree","Fairly Often"
"280497",3,5,3,"Disagree","Agree","Occasionally"
"667045",1,4,5,"Completely Disagree","Neutral","Very Often"
"781967",4,5,5,"Neutral","Agree","Very Often"
"455268",3,1,1,"Disagree","Completely Disagree","Never"
"909849",4,4,4,"Neutral","Neutral","Fairly Often"
"489491",1,7,6,"Completely Disagree","Completely Agree","All the time"
"563285",4,5,4,"Neutral","Agree","Fairly Often"
"837881",3,3,4,"Disagree","Disagree","Fairly Often"
"300432",2,5,5,"Strongly Disagree","Agree","Very Often"
"109286",2,3,2,"Strongly Disagree","Disagree","Rarely"
"687029",7,1,1,"Completely Agree","Completely Disagree","Never"
"804017",1,7,4,"Completely Disagree","Completely Agree","Fairly Often"
"299196",3,4,5,"Disagree","Neutral","Very Often"
"323508",4,4,5,"Neutral","Neutral","Very Often"
"222300",4,6,5,"Neutral","Strongly Agree","Very Often"
"280266",3,5,4,"Disagree","Agree","Fairly Often"
"298991",3,7,6,"Disagree","Completely Agree","All the time"
"141559",3,7,5,"Disagree","Completely Agree","Very Often"
"718317",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"734037",3,7,5,"Disagree","Completely Agree","Very Often"
"727377",3,2,3,"Disagree","Strongly Disagree","Occasionally"
"665951",3,5,5,"Disagree","Agree","Very Often"
"782290",3,2,1,"Disagree","Strongly Disagree","Never"
"936001",6,1,3,"Strongly Agree","Completely Disagree","Occasionally"
"162722",2,7,5,"Strongly Disagree","Completely Agree","Very Often"
"701220",3,4,4,"Disagree","Neutral","Fairly Often"
"919646",6,6,5,"Strongly Agree","Strongly Agree","Very Often"
"629905",4,7,5,"Neutral","Completely Agree","Very Often"
"775430",3,4,5,"Disagree","Neutral","Very Often"
"855668",3,4,3,"Disagree","Neutral","Occasionally"
"608972",3,6,4,"Disagree","Strongly Agree","Fairly Often"
"621846",1,5,5,"Completely Disagree","Agree","Very Often"
"158704",4,2,4,"Neutral","Strongly Disagree","Fairly Often"
"658286",7,5,4,"Completely Agree","Agree","Fairly Often"
"476569",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"548709",4,4,4,"Neutral","Neutral","Fairly Often"
"842959",1,5,6,"Completely Disagree","Agree","All the time"
"988212",3,5,4,"Disagree","Agree","Fairly Often"
"393277",3,4,2,"Disagree","Neutral","Rarely"
"574262",1,5,6,"Completely Disagree","Agree","All the time"
"380058",3,3,4,"Disagree","Disagree","Fairly Often"
"501245",2,4,4,"Strongly Disagree","Neutral","Fairly Often"
"694138",3,4,5,"Disagree","Neutral","Very Often"
"626032",1,4,3,"Completely Disagree","Neutral","Occasionally"
"900341",5,3,3,"Agree","Disagree","Occasionally"
"789575",3,2,4,"Disagree","Strongly Disagree","Fairly Often"
"119963",4,5,4,"Neutral","Agree","Fairly Often"
"633516",1,7,6,"Completely Disagree","Completely Agree","All the time"
"649537",2,5,5,"Strongly Disagree","Agree","Very Often"
"418434",1,5,4,"Completely Disagree","Agree","Fairly Often"
"132513",3,5,5,"Disagree","Agree","Very Often"
"465892",4,1,1,"Neutral","Completely Disagree","Never"
"264853",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"969531",4,3,2,"Neutral","Disagree","Rarely"
"492759",3,5,4,"Disagree","Agree","Fairly Often"
"858921",2,5,5,"Strongly Disagree","Agree","Very Often"
"171389",1,4,3,"Completely Disagree","Neutral","Occasionally"
"681959",4,6,5,"Neutral","Strongly Agree","Very Often"
"186140",4,5,1,"Neutral","Agree","Never"
"819454",3,5,5,"Disagree","Agree","Very Often"
"633847",2,5,1,"Strongly Disagree","Agree","Never"
"970383",1,7,6,"Completely Disagree","Completely Agree","All the time"
"843250",1,5,4,"Completely Disagree","Agree","Fairly Often"
"649201",5,3,4,"Agree","Disagree","Fairly Often"
"289272",3,4,2,"Disagree","Neutral","Rarely"
"679557",7,2,4,"Completely Agree","Strongly Disagree","Fairly Often"
"891956",6,1,1,"Strongly Agree","Completely Disagree","Never"
"469566",2,6,5,"Strongly Disagree","Strongly Agree","Very Often"
"483113",1,5,6,"Completely Disagree","Agree","All the time"
"417615",1,7,4,"Completely Disagree","Completely Agree","Fairly Often"
"793438",3,6,6,"Disagree","Strongly Agree","All the time"
"374538",3,7,5,"Disagree","Completely Agree","Very Often"
"366484",3,6,5,"Disagree","Strongly Agree","Very Often"
"598408",3,3,2,"Disagree","Disagree","Rarely"
"514836",4,5,1,"Neutral","Agree","Never"
"898484",3,6,4,"Disagree","Strongly Agree","Fairly Often"
"586578",4,5,4,"Neutral","Agree","Fairly Often"
"952825",4,3,2,"Neutral","Disagree","Rarely"
"620056",3,4,5,"Disagree","Neutral","Very Often"
"285115",3,5,2,"Disagree","Agree","Rarely"
"545109",3,5,3,"Disagree","Agree","Occasionally"
"847187",3,4,5,"Disagree","Neutral","Very Often"
"531237",1,5,4,"Completely Disagree","Agree","Fairly Often"
"985960",3,4,4,"Disagree","Neutral","Fairly Often"
"889518",4,2,1,"Neutral","Strongly Disagree","Never"
"620297",5,1,3,"Agree","Completely Disagree","Occasionally"
"859868",2,5,5,"Strongly Disagree","Agree","Very Often"
"184117",3,6,4,"Disagree","Strongly Agree","Fairly Often"
"285084",3,5,5,"Disagree","Agree","Very Often"
"554705",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"408899",3,4,3,"Disagree","Neutral","Occasionally"
"963912",3,4,5,"Disagree","Neutral","Very Often"
"365784",3,6,5,"Disagree","Strongly Agree","Very Often"
"812097",5,1,3,"Agree","Completely Disagree","Occasionally"
"718811",2,3,2,"Strongly Disagree","Disagree","Rarely"
"674142",3,3,2,"Disagree","Disagree","Rarely"
"651480",3,4,4,"Disagree","Neutral","Fairly Often"
"528200",1,4,2,"Completely Disagree","Neutral","Rarely"
"317828",2,6,6,"Strongly Disagree","Strongly Agree","All the time"
"714318",4,5,4,"Neutral","Agree","Fairly Often"
"101661",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"694304",3,5,5,"Disagree","Agree","Very Often"
"458341",3,5,4,"Disagree","Agree","Fairly Often"
"766217",4,4,4,"Neutral","Neutral","Fairly Often"
"751790",3,1,2,"Disagree","Completely Disagree","Rarely"
"807706",2,5,5,"Strongly Disagree","Agree","Very Often"
"887725",3,4,4,"Disagree","Neutral","Fairly Often"
"481407",3,5,4,"Disagree","Agree","Fairly Often"
"624325",3,5,4,"Disagree","Agree","Fairly Often"
"853853",3,5,5,"Disagree","Agree","Very Often"
"185923",3,5,5,"Disagree","Agree","Very Often"
"253709",3,2,2,"Disagree","Strongly Disagree","Rarely"
"762175",5,5,5,"Agree","Agree","Very Often"
"398102",3,4,4,"Disagree","Neutral","Fairly Often"
"202401",3,2,4,"Disagree","Strongly Disagree","Fairly Often"
"919439",5,1,1,"Agree","Completely Disagree","Never"
"790825",4,4,5,"Neutral","Neutral","Very Often"
"436902",4,1,1,"Neutral","Completely Disagree","Never"
"284042",4,5,5,"Neutral","Agree","Very Often"
"862287",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"381565",3,2,1,"Disagree","Strongly Disagree","Never"
"576828",3,5,2,"Disagree","Agree","Rarely"
"637444",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"165378",4,2,1,"Neutral","Strongly Disagree","Never"
"437658",2,6,4,"Strongly Disagree","Strongly Agree","Fairly Often"
"692400",3,4,5,"Disagree","Neutral","Very Often"
"502596",6,3,1,"Strongly Agree","Disagree","Never"
"464552",1,7,6,"Completely Disagree","Completely Agree","All the time"
"822830",3,3,1,"Disagree","Disagree","Never"
"321576",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"777789",1,5,4,"Completely Disagree","Agree","Fairly Often"
"520046",7,1,1,"Completely Agree","Completely Disagree","Never"
"150704",3,4,1,"Disagree","Neutral","Never"
"221899",3,7,6,"Disagree","Completely Agree","All the time"
"361859",3,4,5,"Disagree","Neutral","Very Often"
"782333",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"561878",3,5,4,"Disagree","Agree","Fairly Often"
"587163",3,4,4,"Disagree","Neutral","Fairly Often"
"919276",3,5,4,"Disagree","Agree","Fairly Often"
"267348",7,4,5,"Completely Agree","Neutral","Very Often"
"841832",1,7,6,"Completely Disagree","Completely Agree","All the time"
"683661",3,6,4,"Disagree","Strongly Agree","Fairly Often"
"820757",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"769113",3,3,5,"Disagree","Disagree","Very Often"
"374795",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"846398",4,5,3,"Neutral","Agree","Occasionally"
"805324",4,6,6,"Neutral","Strongly Agree","All the time"
"468479",7,1,1,"Completely Agree","Completely Disagree","Never"
"687461",5,3,2,"Agree","Disagree","Rarely"
"959083",2,4,3,"Strongly Disagree","Neutral","Occasionally"
"407983",4,7,5,"Neutral","Completely Agree","Very Often"
"962927",3,4,3,"Disagree","Neutral","Occasionally"
"953405",3,6,5,"Disagree","Strongly Agree","Very Often"
"895477",3,4,5,"Disagree","Neutral","Very Often"
"963581",4,4,5,"Neutral","Neutral","Very Often"
"244182",3,4,4,"Disagree","Neutral","Fairly Often"
"895939",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"569809",2,4,1,"Strongly Disagree","Neutral","Never"
"102113",3,6,4,"Disagree","Strongly Agree","Fairly Often"
"217562",3,3,4,"Disagree","Disagree","Fairly Often"
"230674",3,5,4,"Disagree","Agree","Fairly Often"
"259696",3,4,1,"Disagree","Neutral","Never"
"628680",3,5,6,"Disagree","Agree","All the time"
"200689",4,5,5,"Neutral","Agree","Very Often"
"834028",4,2,3,"Neutral","Strongly Disagree","Occasionally"
"312079",5,5,5,"Agree","Agree","Very Often"
"451229",2,5,5,"Strongly Disagree","Agree","Very Often"
"489649",3,6,5,"Disagree","Strongly Agree","Very Often"
"274720",3,4,4,"Disagree","Neutral","Fairly Often"
"355744",3,2,2,"Disagree","Strongly Disagree","Rarely"
"758183",3,4,4,"Disagree","Neutral","Fairly Often"
"375884",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"169463",4,5,4,"Neutral","Agree","Fairly Often"
"319626",2,3,3,"Strongly Disagree","Disagree","Occasionally"
"112345",1,7,6,"Completely Disagree","Completely Agree","All the time"
"479789",4,5,2,"Neutral","Agree","Rarely"
"715418",4,4,4,"Neutral","Neutral","Fairly Often"
"500487",4,1,2,"Neutral","Completely Disagree","Rarely"
"909733",6,2,3,"Strongly Agree","Strongly Disagree","Occasionally"
"635562",2,4,1,"Strongly Disagree","Neutral","Never"
"428658",3,5,4,"Disagree","Agree","Fairly Often"
"327590",6,1,1,"Strongly Agree","Completely Disagree","Never"
"295176",1,6,4,"Completely Disagree","Strongly Agree","Fairly Often"
"940964",3,7,5,"Disagree","Completely Agree","Very Often"
"636842",3,4,5,"Disagree","Neutral","Very Often"
"973740",2,5,6,"Strongly Disagree","Agree","All the time"
"901491",4,4,5,"Neutral","Neutral","Very Often"
"934256",2,7,5,"Strongly Disagree","Completely Agree","Very Often"
"934620",2,7,5,"Strongly Disagree","Completely Agree","Very Often"
"202441",3,4,3,"Disagree","Neutral","Occasionally"
"591527",7,1,2,"Completely Agree","Completely Disagree","Rarely"
"165281",3,7,5,"Disagree","Completely Agree","Very Often"
"932227",3,5,4,"Disagree","Agree","Fairly Often"
"870135",4,5,5,"Neutral","Agree","Very Often"
"575758",4,2,1,"Neutral","Strongly Disagree","Never"
"949279",3,5,4,"Disagree","Agree","Fairly Often"
"486437",4,4,3,"Neutral","Neutral","Occasionally"
"577976",4,4,3,"Neutral","Neutral","Occasionally"
"176191",3,7,4,"Disagree","Completely Agree","Fairly Often"
"391979",3,5,4,"Disagree","Agree","Fairly Often"
"680231",3,5,3,"Disagree","Agree","Occasionally"
"404758",5,5,3,"Agree","Agree","Occasionally"
"691279",4,4,5,"Neutral","Neutral","Very Often"
"171969",1,5,5,"Completely Disagree","Agree","Very Often"
"468707",3,5,5,"Disagree","Agree","Very Often"
"512649",1,6,6,"Completely Disagree","Strongly Agree","All the time"
"670283",1,5,3,"Completely Disagree","Agree","Occasionally"
"246094",5,3,1,"Agree","Disagree","Never"
"566582",6,1,2,"Strongly Agree","Completely Disagree","Rarely"
"436308",3,5,5,"Disagree","Agree","Very Often"
"331022",7,4,3,"Completely Agree","Neutral","Occasionally"
"589385",6,5,3,"Strongly Agree","Agree","Occasionally"
"627978",1,5,5,"Completely Disagree","Agree","Very Often"
"506013",3,3,4,"Disagree","Disagree","Fairly Often"
"520671",2,5,5,"Strongly Disagree","Agree","Very Often"
"657046",3,5,5,"Disagree","Agree","Very Often"
"607145",6,5,3,"Strongly Agree","Agree","Occasionally"
"816378",2,4,5,"Strongly Disagree","Neutral","Very Often"
"667248",1,4,5,"Completely Disagree","Neutral","Very Often"
"192866",4,3,1,"Neutral","Disagree","Never"
"901548",3,5,3,"Disagree","Agree","Occasionally"
"369398",4,5,5,"Neutral","Agree","Very Often"
"232492",4,4,1,"Neutral","Neutral","Never"
"852811",2,6,6,"Strongly Disagree","Strongly Agree","All the time"
"249700",5,5,5,"Agree","Agree","Very Often"
"343569",4,2,4,"Neutral","Strongly Disagree","Fairly Often"
"261502",3,4,3,"Disagree","Neutral","Occasionally"
"347481",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"465303",4,4,5,"Neutral","Neutral","Very Often"
"449088",4,2,3,"Neutral","Strongly Disagree","Occasionally"
"767390",4,1,1,"Neutral","Completely Disagree","Never"
"704950",3,5,4,"Disagree","Agree","Fairly Often"
"407896",7,2,3,"Completely Agree","Strongly Disagree","Occasionally"
"152772",3,3,3,"Disagree","Disagree","Occasionally"
"649623",3,7,5,"Disagree","Completely Agree","Very Often"
"874966",1,4,5,"Completely Disagree","Neutral","Very Often"
"468691",5,5,5,"Agree","Agree","Very Often"
"158423",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"773348",1,5,4,"Completely Disagree","Agree","Fairly Often"
"737773",3,6,5,"Disagree","Strongly Agree","Very Often"
"518822",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"919570",3,5,5,"Disagree","Agree","Very Often"
"372227",3,5,4,"Disagree","Agree","Fairly Often"
"581895",5,7,6,"Agree","Completely Agree","All the time"
"303461",6,4,4,"Strongly Agree","Neutral","Fairly Often"
"889744",3,4,3,"Disagree","Neutral","Occasionally"
"629968",3,6,5,"Disagree","Strongly Agree","Very Often"
"559339",1,4,3,"Completely Disagree","Neutral","Occasionally"
"547277",4,1,1,"Neutral","Completely Disagree","Never"
"489949",2,5,5,"Strongly Disagree","Agree","Very Often"
"614141",1,7,6,"Completely Disagree","Completely Agree","All the time"
"894355",3,2,2,"Disagree","Strongly Disagree","Rarely"
"338397",1,7,6,"Completely Disagree","Completely Agree","All the time"
"981217",2,5,5,"Strongly Disagree","Agree","Very Often"
"608314",3,3,3,"Disagree","Disagree","Occasionally"
"231378",3,4,4,"Disagree","Neutral","Fairly Often"
"473207",3,4,5,"Disagree","Neutral","Very Often"
"295476",5,4,2,"Agree","Neutral","Rarely"
"271235",2,4,1,"Strongly Disagree","Neutral","Never"
"566770",4,5,4,"Neutral","Agree","Fairly Often"
"790646",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"424371",2,5,6,"Strongly Disagree","Agree","All the time"
"299026",3,6,5,"Disagree","Strongly Agree","Very Often"
"843282",5,4,1,"Agree","Neutral","Never"
"470702",3,2,3,"Disagree","Strongly Disagree","Occasionally"
"700088",4,4,4,"Neutral","Neutral","Fairly Often"
"363446",3,4,4,"Disagree","Neutral","Fairly Often"
"833400",3,4,2,"Disagree","Neutral","Rarely"
"236865",3,6,4,"Disagree","Strongly Agree","Fairly Often"
"390186",7,1,1,"Completely Agree","Completely Disagree","Never"
"767343",1,6,4,"Completely Disagree","Strongly Agree","Fairly Often"
"143155",3,4,2,"Disagree","Neutral","Rarely"
"554990",2,6,6,"Strongly Disagree","Strongly Agree","All the time"
"560568",1,5,4,"Completely Disagree","Agree","Fairly Often"
"580248",4,1,1,"Neutral","Completely Disagree","Never"
"793222",3,5,4,"Disagree","Agree","Fairly Often"
"912440",6,3,3,"Strongly Agree","Disagree","Occasionally"
"538213",4,1,2,"Neutral","Completely Disagree","Rarely"
"974671",2,7,6,"Strongly Disagree","Completely Agree","All the time"
"339374",2,4,4,"Strongly Disagree","Neutral","Fairly Often"
"608341",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"721642",3,2,1,"Disagree","Strongly Disagree","Never"
"294857",4,4,3,"Neutral","Neutral","Occasionally"
"167744",3,5,4,"Disagree","Agree","Fairly Often"
"912853",4,5,5,"Neutral","Agree","Very Often"
"200743",3,6,4,"Disagree","Strongly Agree","Fairly Often"
"567079",3,2,3,"Disagree","Strongly Disagree","Occasionally"
"415681",2,7,5,"Strongly Disagree","Completely Agree","Very Often"
"855552",3,5,5,"Disagree","Agree","Very Often"
"287787",3,5,4,"Disagree","Agree","Fairly Often"
"495616",1,5,4,"Completely Disagree","Agree","Fairly Often"
"475036",4,1,3,"Neutral","Completely Disagree","Occasionally"
"627103",3,4,5,"Disagree","Neutral","Very Often"
"578010",4,7,5,"Neutral","Completely Agree","Very Often"
"888978",3,7,5,"Disagree","Completely Agree","Very Often"
"593825",4,2,2,"Neutral","Strongly Disagree","Rarely"
"136318",1,6,3,"Completely Disagree","Strongly Agree","Occasionally"
"545118",5,5,5,"Agree","Agree","Very Often"
"736140",1,6,4,"Completely Disagree","Strongly Agree","Fairly Often"
"617810",1,6,2,"Completely Disagree","Strongly Agree","Rarely"
"647841",2,6,4,"Strongly Disagree","Strongly Agree","Fairly Often"
"365499",4,5,5,"Neutral","Agree","Very Often"
"102135",3,6,5,"Disagree","Strongly Agree","Very Often"
"481852",3,4,3,"Disagree","Neutral","Occasionally"
"528812",1,2,1,"Completely Disagree","Strongly Disagree","Never"
"454466",3,5,4,"Disagree","Agree","Fairly Often"
"349931",3,5,5,"Disagree","Agree","Very Often"
"395339",3,5,5,"Disagree","Agree","Very Often"
"829584",3,5,4,"Disagree","Agree","Fairly Often"
"542363",4,4,5,"Neutral","Neutral","Very Often"
"391623",3,4,5,"Disagree","Neutral","Very Often"
"918647",4,3,4,"Neutral","Disagree","Fairly Often"
"630933",4,2,2,"Neutral","Strongly Disagree","Rarely"
"287473",3,4,3,"Disagree","Neutral","Occasionally"
"424597",4,2,3,"Neutral","Strongly Disagree","Occasionally"
"609971",4,1,4,"Neutral","Completely Disagree","Fairly Often"
"634445",2,6,5,"Strongly Disagree","Strongly Agree","Very Often"
"799599",1,5,5,"Completely Disagree","Agree","Very Often"
"778392",4,4,5,"Neutral","Neutral","Very Often"
"836742",5,6,5,"Agree","Strongly Agree","Very Often"
"314688",3,3,3,"Disagree","Disagree","Occasionally"
"828656",1,7,6,"Completely Disagree","Completely Agree","All the time"
"463968",3,6,6,"Disagree","Strongly Agree","All the time"
"791324",1,7,6,"Completely Disagree","Completely Agree","All the time"
"722671",4,3,3,"Neutral","Disagree","Occasionally"
"333150",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"923089",3,5,5,"Disagree","Agree","Very Often"
"207796",4,2,4,"Neutral","Strongly Disagree","Fairly Often"
"780497",7,4,4,"Completely Agree","Neutral","Fairly Often"
"259131",1,5,5,"Completely Disagree","Agree","Very Often"
"202209",4,2,3,"Neutral","Strongly Disagree","Occasionally"
"496462",4,1,1,"Neutral","Completely Disagree","Never"
"710326",2,5,5,"Strongly Disagree","Agree","Very Often"
"945281",3,6,5,"Disagree","Strongly Agree","Very Often"
"560084",3,5,5,"Disagree","Agree","Very Often"
"333366",3,4,4,"Disagree","Neutral","Fairly Often"
"164446",3,4,5,"Disagree","Neutral","Very Often"
"330712",1,7,6,"Completely Disagree","Completely Agree","All the time"
"165156",3,2,2,"Disagree","Strongly Disagree","Rarely"
"774147",3,4,4,"Disagree","Neutral","Fairly Often"
"677185",3,6,5,"Disagree","Strongly Agree","Very Often"
"214355",2,5,2,"Strongly Disagree","Agree","Rarely"
"822683",4,5,3,"Neutral","Agree","Occasionally"
"767808",3,4,5,"Disagree","Neutral","Very Often"
"278613",4,4,4,"Neutral","Neutral","Fairly Often"
"179009",3,5,6,"Disagree","Agree","All the time"
"984817",3,4,3,"Disagree","Neutral","Occasionally"
"605742",3,6,5,"Disagree","Strongly Agree","Very Often"
"238626",4,2,1,"Neutral","Strongly Disagree","Never"
"758199",3,3,4,"Disagree","Disagree","Fairly Often"
"489982",3,6,4,"Disagree","Strongly Agree","Fairly Often"
"996113",3,5,5,"Disagree","Agree","Very Often"
"246815",3,2,2,"Disagree","Strongly Disagree","Rarely"
"643459",3,7,5,"Disagree","Completely Agree","Very Often"
"808708",3,5,3,"Disagree","Agree","Occasionally"
"381275",3,4,2,"Disagree","Neutral","Rarely"
"920045",3,5,5,"Disagree","Agree","Very Often"
"263288",3,1,2,"Disagree","Completely Disagree","Rarely"
"214112",2,5,5,"Strongly Disagree","Agree","Very Often"
"552895",1,3,5,"Completely Disagree","Disagree","Very Often"
"785624",3,2,2,"Disagree","Strongly Disagree","Rarely"
"714799",3,5,5,"Disagree","Agree","Very Often"
"542018",3,5,5,"Disagree","Agree","Very Often"
"763098",3,7,4,"Disagree","Completely Agree","Fairly Often"
"799314",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"842325",1,6,4,"Completely Disagree","Strongly Agree","Fairly Often"
"953816",1,7,6,"Completely Disagree","Completely Agree","All the time"
"444177",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"221230",3,3,4,"Disagree","Disagree","Fairly Often"
"661238",3,4,3,"Disagree","Neutral","Occasionally"
"235081",3,5,1,"Disagree","Agree","Never"
"482756",4,3,3,"Neutral","Disagree","Occasionally"
"183761",3,4,5,"Disagree","Neutral","Very Often"
"333443",3,4,2,"Disagree","Neutral","Rarely"
"470591",2,7,4,"Strongly Disagree","Completely Agree","Fairly Often"
"503778",3,5,4,"Disagree","Agree","Fairly Often"
"439334",2,3,3,"Strongly Disagree","Disagree","Occasionally"
"362505",4,4,3,"Neutral","Neutral","Occasionally"
"535165",3,4,3,"Disagree","Neutral","Occasionally"
"211085",6,1,1,"Strongly Agree","Completely Disagree","Never"
"947219",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"837507",1,5,6,"Completely Disagree","Agree","All the time"
"761126",1,4,4,"Completely Disagree","Neutral","Fairly Often"
"506221",4,4,5,"Neutral","Neutral","Very Often"
"410645",4,2,2,"Neutral","Strongly Disagree","Rarely"
"954541",4,5,5,"Neutral","Agree","Very Often"
"300049",3,5,4,"Disagree","Agree","Fairly Often"
"975194",3,7,6,"Disagree","Completely Agree","All the time"
"224346",3,4,4,"Disagree","Neutral","Fairly Often"
"246872",3,6,5,"Disagree","Strongly Agree","Very Often"
"820974",7,1,2,"Completely Agree","Completely Disagree","Rarely"
"744638",2,5,5,"Strongly Disagree","Agree","Very Often"
"582145",1,6,5,"Completely Disagree","Strongly Agree","Very Often"
"312466",1,4,4,"Completely Disagree","Neutral","Fairly Often"
"805527",1,7,5,"Completely Disagree","Completely Agree","Very Often"
"353085",4,2,2,"Neutral","Strongly Disagree","Rarely"
"443054",1,5,4,"Completely Disagree","Agree","Fairly Often"
"119433",4,1,2,"Neutral","Completely Disagree","Rarely"
"927244",3,5,4,"Disagree","Agree","Fairly Often"
"247436",5,4,3,"Agree","Neutral","Occasionally"
"580803",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"404539",2,5,4,"Strongly Disagree","Agree","Fairly Often"
"787715",3,3,5,"Disagree","Disagree","Very Often"
"241889",3,5,5,"Disagree","Agree","Very Often"
"352370",3,4,5,"Disagree","Neutral","Very Often"
"906298",4,1,1,"Neutral","Completely Disagree","Never"
"876931",4,5,4,"Neutral","Agree","Fairly Often"
"512189",3,5,5,"Disagree","Agree","Very Often"
"725321",2,1,1,"Strongly Disagree","Completely Disagree","Never"
"509070",3,4,3,"Disagree","Neutral","Occasionally"
